[control]genre,[control]player_id,[control]game,[general]input_intensity,[general]input_diversity,[general]activity,[general]score,[general]bot_count,[general]bot_diversity,[general]bot_movement,[general]player_movement,[general]object_intensity,[general]object_diversity,[general]event_intensity,[general]event_diversity,key_press_count,idle_time,player_score,player_kill_count,player_speed_x,player_speed_y,player_delta_distance,player_health,player_damaged,player_shooting,player_projectile_count,player_projectile_distance,player_health_pickup,visible_bot_count,bot_speed_x,bot_speed_y,bot_delta_distance,bot_health,bot_damaged,bot_shooting,bot_projectile_count,bot_projectile_player_distance,pick_ups_visible,pick_up_player_disctance,player_death,player_is_grounded,bot_is_grounded,bot_player_distance,player_has_collisions,player_is_colliding_above,player_is_colliding_below,player_is_colliding_left,player_is_colliding_right,player_is_falling,player_is_jumping,player_point_pickup,player_power_pickup,player_boost_pickup,player_slow_pickup,player_has_powerup,bot_has_collisions,bot_is_colliding_above,bot_is_colliding_below,bot_is_colliding_left,bot_is_colliding_right,bot_is_falling,bot_is_jumping,bot_charging,Binary_Arousal_Class
Platformer,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Endless,0.1266025640833333,0.1388888889166666,0.1907679583333333,0.020032319,0.0,0.0,0.0,0.0062545993333333,0.0,0.0,0.0304592436666666,0.0416666666666666,0.1266025640833333,0.8092320416666667,0.020032319,0.0,0.03472222225,0.0,0.0062545993333333,1.0,0.0,0.0984848333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01262625,0.0,0.0,0.01262625,0.0,0.01262625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Endless,0.2307692306666666,0.2499999999166666,0.3569488333333333,0.0256459503333333,0.0,0.0,0.0,0.4146470944166666,0.0,0.0,0.10611938625,0.125,0.2307692306666666,0.6430511666666666,0.0256459503333333,0.0,0.416666667,0.0315141764166666,0.4146470944166666,1.0,0.0,0.105234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6896577416666667,0.0,0.0,0.8537334166666667,0.1640756583333333,0.6896577416666667,0.0,0.0,0.0738095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Endless,0.0416666666666666,0.0555555555,0.0637255,0.0324379554166666,0.2019505831666666,0.2222222220833333,0.24305555575,0.41371408975,0.0341395735,0.0416666666666666,0.235749074,0.2083333333333333,0.0416666666666666,0.9362745,0.0324379554166666,0.0,0.416666667,0.0155653875833333,0.41371408975,1.0,0.0,0.0,0.0,0.0,0.0,0.2019505831666666,0.24305555575,0.0,0.24305555575,0.5833333333333334,0.0,0.0,0.0,0.0,0.0341395735,0.0802372005,0.0,0.1642156666666666,0.5833333333333334,0.419117319,0.9264705833333332,0.7622549166666667,0.1642156666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Endless,0.2403846153333333,0.3055555555,0.32808675,0.0513770830833333,0.5451286111666667,0.5555555556666666,0.416666667,0.4147055061666667,0.8217042170000001,0.5,0.3456512225833333,0.375,0.2403846153333333,0.6719132499999999,0.0513770830833333,0.1666666666666666,0.416666667,0.0325126663333333,0.4147055061666667,1.0,0.0,0.209708,0.0,0.0,0.0,0.5451286111666667,0.416666667,0.0,0.416666667,0.99724925,0.0,0.0,0.0,0.0,0.8217042170000001,0.4471555269166667,0.0,0.3080808333333333,1.0,0.522278966,0.86117225,0.5530914166666666,0.3080808333333333,0.0,0.0,0.1048055833333333,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Endless,0.0641025641666666,0.0555555555,0.0980391666666666,0.0527703195833333,0.0,0.0,0.0,0.4218404708333333,0.0,0.0,0.21790274975,0.1875,0.0641025641666666,0.9019608333333332,0.0527703195833333,0.0,0.416666667,0.1544777979166666,0.4218404708333333,0.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2194678333333333,0.0,0.0,0.4621149166666667,0.2426470833333333,0.2194678333333333,0.0,0.0,0.46190475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Endless,0.1121794870833333,0.1111111110833333,0.1718253333333333,0.0115734379166666,0.0645424721666666,0.08333333325,0.10416666675,0.4676787921666667,0.0875302499999999,0.125,0.1311401545833333,0.125,0.1121794870833333,0.8281746666666666,0.0115734379166666,0.0,0.4601852085,0.2010293031666666,0.4676787921666667,0.3410243333333334,0.0710784313333333,0.0,0.0,0.0,0.0,0.0645424721666666,0.10416666675,0.0,0.10416666675,0.25,0.0,0.0,0.0,0.0,0.0875302499999999,0.1215016013333333,0.0833333333333333,0.0,0.25,0.0387936369166666,0.2696078333333333,0.2696078333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0833333333333333,0.0,0.0,0.0,0.0,1.0
Platformer,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Endless,0.0304487179166666,0.02777777775,0.0465685833333333,0.0057500159166666,0.0,0.0,0.0,0.4959570715833333,0.2222336114166666,0.2916666666666667,0.309278522,0.2708333333333333,0.0304487179166666,0.9534314166666666,0.0057500159166666,0.0,0.5,0.010134261,0.4959570715833333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222336114166666,0.2895201930833333,0.0,0.0,0.0,0.0,0.9558823333333332,0.9558823333333332,0.0,0.0,0.0,0.0441176666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Endless,0.0368589743333333,0.02777777775,0.0598958333333333,0.0255392875833333,0.2617845,0.19444444425,0.2916666666666667,0.49634792775,0.2725625944166667,0.3333333333333333,0.0713058900833333,0.0625,0.0368589743333333,0.9401041666666666,0.0255392875833333,0.0,0.5,0.0168155580833333,0.49634792775,1.0,0.0,0.0,0.0,0.0,0.0,0.2617845,0.2916666666666667,0.0,0.2916666666666667,0.5833333333333334,0.0,0.0,0.0,0.0,0.2725625944166667,0.4182470458333333,0.0,0.6901041666666666,0.5833333333333334,0.4361125660833333,0.92065975,0.2305555833333333,0.6901041666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Endless,0.06570512825,0.0833333333333333,0.1077789166666666,0.1049476766666666,0.9087061110833332,0.5555555556666666,0.5,0.4963323099166666,0.5146558125833334,0.6666666666666666,0.154639261,0.1458333333333333,0.06570512825,0.8922210833333333,0.1049476766666666,0.0,0.5,0.0165485885,0.4963323099166666,1.0,0.0,0.0,0.0,0.0,0.0,0.9087061110833332,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5146558125833334,0.6137612693333333,0.0,0.6666666666666666,1.0,0.4447778748333333,0.9270833333333334,0.2604166666666667,0.6666666666666666,0.0,0.0,0.0729166666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Endless,0.4375000000833333,0.4722222221666667,0.5234375,0.1636001640833333,0.57698755575,0.30555555525,0.5077279165,0.5342112288333333,0.1412672006666666,0.1666666666666666,0.3057303241666667,0.3125,0.4375000000833333,0.4765625,0.1636001640833333,0.0833333333333333,0.5352610415,0.0668870637499999,0.5342112288333333,0.8649425000000001,0.0833333333333333,0.2103061666666666,0.0,0.0,0.0,0.57698755575,0.5077279165,0.0,0.5077279165,0.9148148333333334,0.0,0.0,0.0,0.0,0.1412672006666666,0.0889691229166666,0.0833333333333333,0.4795911666666666,0.9166666666666666,0.4360516997499999,0.7217786666666667,0.2421875,0.4795911666666666,0.0,0.0,0.2027004999999999,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.9166666666666666,0.0352563715,0.0,0.0,0.0,0.0,1.0
