[control]genre,[control]player_id,[control]game,[output]arousal,[general]input_intensity,[general]input_diversity,[general]activity,[general]score,[general]bot_count,[general]bot_diversity,[general]bot_movement,[general]player_movement,[general]event_intensity,[general]event_diversity,key_press_count,idle_time,player_score,player_kill_count,player_speed_x,player_speed_y,player_speed_z,player_delta_distance,player_delta_rotation,player_health,player_healing,player_damaged,player_shooting,player_reloading,player_projectile_count,player_projectile_distance,reticle_delta_distance,player_crouching,player_sprinting,player_aim_at_enemy,visible_bot_count,bot_speed_x,bot_speed_y,bot_speed_z,bot_delta_distance, bot_delta_rotation ,bot_health,bot_damaged,bot_shooting,bot_projectile_count,bot_projectile_player_distance,bot_aim_at_player,player_death,player_tries_shoot_on_reload,Binary_Arousal_Class
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.0330882355,0.012820512833333334,0.041666666666666664,0.03333333333333333,0.0,0.25801289066666666,0.75,0.14401458325,0.02312464158333333,0.0,0.0,0.012820512833333334,0.9666666666666667,0.0,0.0,0.49017858100000006,0.0,0.499971497,0.0,0.035118147583333335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023176867833333333,0.0,0.0,0.0,0.25801289066666666,0.09849031600000001,0.0,0.020446273,0.14401458325,0.01190475,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.051470588000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04138940683333333,0.0,0.0,0.0,1.0,0.0,0.0,0.49017858100000006,0.0,0.499971497,0.0,0.09739041508333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04148288383333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.05392156841666667,0.0,0.0,0.0,0.0,0.11057700799999999,0.5,0.0,0.02468658525,0.0,0.0,0.0,1.0,0.0,0.0,0.49017858100000006,0.0,0.499971497,0.0,0.07983746566666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024742339333333335,0.0,0.0,0.0,0.11057700799999999,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.07536764725,0.032051282083333334,0.125,0.125,0.0,0.3173079363333333,1.0,0.17303246533333336,0.004375697666666667,0.035714285666666665,0.0625,0.032051282083333334,0.875,0.0,0.0,0.49017858100000006,0.0,0.499971497,0.0,0.008819554583333333,1.0,0.0,0.0,0.125,0.0,0.010416666666666666,0.015496715,0.00438558025,0.0,0.0,0.0,0.3173079363333333,0.12008577983333334,0.0,0.02124231683333333,0.17303246533333336,0.016666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.09160539224999999,0.07051282058333333,0.16666666666666666,0.20833333333333334,0.0,0.230769408,1.0,0.0,0.00036004775000000004,0.05119047608333333,0.10416666666666667,0.07051282058333333,0.7916666666666666,0.0,0.0,0.49017858100000006,0.0,0.499971497,0.0,0.000461595,1.0,0.0,0.0,0.17916666666666667,0.0,0.014583333333333332,0.023862200833333333,0.00036086083333333334,0.0,0.0,0.0,0.230769408,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.07291666666666667,0.24358974383333332,0.5833333333333334,0.8541666666666666,0.0,0.6105773928333333,1.0,0.15720829333333333,0.013653061333333332,0.14947085233333335,0.25,0.24358974383333332,0.14583333333333334,0.0,0.0,0.5598050389166667,0.0,0.09456656708333333,0.46156627941666667,0.02507999991666667,0.9739583333333334,0.0,0.08333333333333333,0.125,0.0,0.08159722916666666,0.117862878,0.011364283416666668,0.0,0.0,0.5416666666666666,0.6105773928333333,0.08868212133333332,0.0,0.03890822675,0.15720829333333333,0.011572916666666667,0.9911110833333333,0.02222223333333333,0.29259241666666663,0.22352951,0.41940570325,0.0,0.0,0.0,0.0
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.134497549,0.3012820515833334,0.5833333333333334,0.9791666666666666,0.0,0.74198768625,1.0,0.023134409666666664,0.0144146485,0.5135956425833333,0.5416666666666666,0.3012820515833334,0.020833333333333332,0.0,0.0,0.4903039959166667,0.0,0.45837621216666663,0.13610239658333334,0.025880098416666667,0.8385416666666666,0.0,0.16666666666666666,0.9236110833333333,0.0,0.046875,0.054472649416666664,0.01376321525,0.0,0.0,0.3611110833333333,0.74198768625,0.014695494416666668,0.0,0.008605655166666667,0.023134409666666664,0.011283916666666666,0.9909501666666666,0.0,0.707307,0.7090986274166666,0.4854417893333334,0.0,0.0,0.0,0.0
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.10447303925,0.3012820515833333,0.7083333333333334,1.0,0.0,0.16666685908333334,0.4166666666666667,0.21896302083333333,0.10207158291666667,0.25158730966666665,0.2708333333333333,0.3012820515833333,0.0,0.0,0.0,0.725615994,0.0,0.5313818395833333,0.15613039116666666,0.11221071591666666,0.3802083333333333,0.08333333333333333,0.0,0.5555555833333333,0.0,0.07986110416666667,0.178635581,0.10151747133333333,0.0,0.0,0.0,0.16666685908333334,0.016318399583333334,0.0,0.059142999499999994,0.21896302083333333,0.008067416666666665,0.385,0.0,0.24166666666666667,0.16143784316666668,0.30709128166666666,0.08333333333333333,0.0,0.0,0.0
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.12040441183333334,0.2628205130833334,0.6666666666666666,0.8750000833333332,0.0,0.4022439635833333,0.9166666666666666,0.0,0.020634768916666667,0.6682539759166666,0.6875,0.2628205130833334,0.12499991666666666,0.0,0.0,0.4425467700833334,0.0,0.45827936966666666,0.06926746633333333,0.05511453524999999,0.5190971875,1.0,0.0,0.9722222500000001,0.0,0.0,0.0,0.0203332665,0.0,0.0,0.6805555833333333,0.4022439635833333,0.0,0.0,0.0,0.0,0.011828083333333335,0.7200000000000001,0.0,0.3666666666666667,0.24084962758333336,0.5014196418333333,0.1944445,0.0,0.0,0.0
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.25857843141666664,0.12820512833333333,0.3333333333333333,0.4305555833333334,0.0,0.46153881699999993,1.0,0.0,0.0074182045,0.826190476,0.875,0.12820512833333333,0.5694444166666667,0.0,0.0,0.49017858100000006,0.0,0.499971497,0.0,0.02134414541666667,0.8919270833333334,1.0,0.0,1.0,0.39166666666666666,0.013888875,0.0237894215,0.007434958333333334,0.0,0.0,0.8125,0.46153881699999993,0.0,0.0,0.0,0.0,0.03170175,0.8000000000000002,0.0,0.5,0.40522882350000006,0.6692636868333333,0.0,0.0,0.0,1.0
