[control]genre,[control]player_id,[control]game,[output]arousal,[general]input_intensity,[general]input_diversity,[general]activity,[general]score,[general]bot_count,[general]bot_diversity,[general]bot_movement,[general]player_movement,[general]object_intensity,[general]object_diversity,[general]event_intensity,[general]event_diversity,key_press_count,idle_time,player_score,player_kill_count,player_speed_x,player_speed_y,player_delta_distance,player_health,player_damaged,player_shooting,player_projectile_count,player_projectile_distance,player_health_pickup,visible_bot_count,bot_speed_x,bot_speed_y,bot_delta_distance,bot_health,bot_damaged,bot_shooting,bot_projectile_count,bot_projectile_player_distance,pick_ups_visible,pick_up_player_disctance,player_death,player_is_grounded,bot_is_grounded,bot_player_distance,player_has_collisions,player_is_colliding_above,player_is_colliding_below,player_is_colliding_left,player_is_colliding_right,player_is_falling,player_is_jumping,bot_has_collisions,bot_is_colliding_above,bot_is_colliding_below,bot_is_colliding_left,bot_is_colliding_right,bot_is_falling,bot_is_jumping,bot_charging,Binary_Arousal_Class
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Run'N'Gun,0.3,0.10416666658333333,0.13888888875000002,0.1962263333333333,0.0,0.0,0.0,0.0,0.701571731,0.0,0.0,0.0,0.0,0.10416666658333333,0.8037736666666667,0.0,0.0,0.0,0.0,0.701571731,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Run'N'Gun,0.3,0.05357142858333333,0.0555555555,0.09722225,0.0,0.0,0.0,0.0,0.7056681096666667,0.0,0.0,0.0,0.0,0.05357142858333333,0.9027777499999999,0.0,0.0,0.034767865958685196,0.0,0.7056681096666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Run'N'Gun,0.3833333333333333,0.10714285716666666,0.19444444425,0.19484716666666668,0.0,0.0,0.0,0.0,0.7070281309166667,0.0,0.0,0.010453221333333334,0.027777777833333333,0.10714285716666666,0.8051528333333334,0.0,0.0,0.018495837995541612,0.01964418025,0.7070281309166667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9388888333333334,0.0,0.0,0.9388888333333334,0.0,0.9388888333333334,0.0,0.0,0.06111114166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Run'N'Gun,0.6666666666666666,0.04464285716666666,0.0555555555,0.08090275,0.0,0.0,0.0,0.0,0.7519810398333333,0.0,0.0,0.123656795,0.13888888891666665,0.04464285716666666,0.91909725,0.0,0.0,5.232944280733578e-26,0.27129860916666665,0.7519810398333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49340275,0.0,0.0,0.49340275,0.0,0.49340275,0.0,0.0,0.20555558333333335,0.5173610833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Run'N'Gun,0.3,0.4017857143333334,0.36111111116666667,0.53373025,0.0,0.05415141666666667,0.4166666666666667,0.0021144445,0.8033400545,0.0,0.0,0.21619152225000002,0.27777777766666667,0.4017857143333334,0.46626975,0.0,0.0,0.20802304666666668,0.45956517708333333,0.8033400545,1.0,0.0,0.0,0.0,0.0,0.0,0.05415141666666667,0.40674149625,0.0,0.0021144445,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14047616666666665,0.4166666666666667,0.4089818746666667,0.14047616666666665,0.0,0.14047616666666665,0.0,0.0,0.38730155000000005,0.8765873833333333,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Run'N'Gun,0.39166666666666666,0.13095238091666667,0.3055555554166667,0.26800966666666665,0.0,0.25,1.0,0.005389782,0.7327232999166666,0.9294871666666666,1.0,0.13212719425,0.16666666658333332,0.13095238091666667,0.7319903333333334,0.0,0.0,0.10646399064666667,0.08333333333333333,0.7327232999166666,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.7183125785833333,0.19126083925,0.005389782,1.0,0.0,0.2628205,0.0,0.0,0.9294871666666666,0.9195868455833334,0.0,0.9358974166666667,0.7307692499999999,0.41650833091666667,0.9358974166666667,0.0,0.9358974166666667,0.0,0.0,0.06410258333333334,0.06410258333333334,0.7307692499999999,0.0,0.7307692499999999,0.0,0.0,0.125,0.0,0.25641025833333336,0.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Run'N'Gun,0.7666666666666666,0.1904761905,0.30555555533333334,0.4391898916666666,0.0,0.5993589583333333,1.0,0.08777192016666667,0.7646493595833334,1.0,1.0,0.20008156066666669,0.33333333341666666,0.1904761905,0.5608101083333333,0.0,0.0,0.24256599533333334,0.16071951358333333,0.7646493595833334,0.6999999999999998,0.0,0.0,0.0,0.0,0.0,0.5993589583333333,0.45751578291666667,0.15365794683333334,0.08777192016666667,1.0,0.0,0.4401568333333333,0.0,0.0,1.0,0.4076498795833334,0.0,0.7260101666666667,0.7481060833333334,0.5215901525,0.7260101666666667,0.0,0.7260101666666667,0.0,0.0,0.12121208333333333,0.28093433333333334,0.7481060833333334,0.0,0.7481060833333334,0.0,0.0,0.113005025,0.0,0.21439934166666666,1.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Run'N'Gun,0.525,0.09523809525,0.111111111,0.23674241666666665,0.0,0.50625,1.0,0.005790574416666666,0.7314333424166667,0.15277775000000002,0.16666666666666666,0.0168460895,0.027777777833333333,0.09523809525,0.7632575833333334,0.0,0.0,0.17088308631872806,0.0,0.7314333424166667,0.9118055833333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.50625,0.9038982375833333,0.0,0.005790574416666666,1.0,0.0,0.0,0.0,0.0,0.15277775000000002,0.02773546275,0.0,1.0,1.0,0.5876999099166667,1.0,0.0,1.0,0.0,0.0151515,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Run'N'Gun,0.5583333333333333,0.0595238095,0.08333333325,0.14267675,0.0,0.5,1.0,0.005629159166666667,0.701571731,0.0,0.0,0.01360645675,0.04166666675,0.0595238095,0.85732325,0.0,0.0,0.014876897147000114,0.0,0.701571731,0.9499999999999998,0.0,0.0,0.0,0.0,0.0,0.5,0.91754211,0.0,0.005629159166666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.60717938825,1.0,0.0,1.0,0.0,0.07954544166666666,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Run'N'Gun,0.6,0.18956043953846152,0.205128205,0.39084636153846153,0.0,0.4394723076923077,1.0,0.005616707923076923,0.7287603393846154,0.0,0.0,0.040930577846153844,0.06410256423076922,0.18956043953846152,0.6091536384615385,0.0,0.0,0.23983769523,0.0,0.7287603393846154,0.95,0.0,0.0,0.0,0.0,0.0,0.4394723076923077,0.9226586676923076,0.0,0.005616707923076923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5180123070769231,1.0,0.0,1.0,0.0,0.23928646153846156,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Run'N'Gun,0.6,0.16233766227272728,0.30303030281818183,0.3515333636363636,0.0,0.35330568181818184,1.0,0.004470564,0.7083883806363637,0.0,0.0,0.19878913872727272,0.2878787879090909,0.16233766227272728,0.6484666363636363,0.0,0.0,0.04367185454744778,0.002534061090909091,0.7083883806363637,0.9086777272727272,0.09090909090909091,0.0,0.0,0.0,0.0,0.35330568181818184,0.410424326,0.2606166238181818,0.004470564,1.0,0.0,0.5556767272727273,0.0,0.0,0.0,0.0,0.0,0.9752066363636364,0.6674824545454545,0.3174897581818182,0.9752066363636364,0.0,0.9752066363636364,0.0,0.0,0.008264463636363637,0.0,0.6674824545454545,0.0,0.6674824545454545,0.0,0.0,0.1468531818181818,0.0,0.36044845454545454,1.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Run'N'Gun,0.7583333333333333,0.11904761908333333,0.222222222,0.2778569166666667,0.06666666666666667,0.418055625,1.0,0.0042512315,0.7015718795,0.0,0.0,0.17805602941666665,0.38888888899999996,0.11904761908333333,0.7221430833333334,0.06666666666666667,0.041666666666666664,4.828228886201268e-07,0.0,0.7015718795,0.85,0.0,0.37323902675000004,0.17331782858333333,0.19933628041666665,0.0,0.418055625,0.6278774925,0.069178579,0.0042512315,0.8742559166666667,0.0654762,0.3257575833333333,0.0,0.0,0.0,0.0,0.0,1.0,0.8300008333333334,0.5865894689166667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8300008333333334,0.0,0.8300008333333334,0.0,0.0,0.094651975,0.0,0.14015151666666667,1.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Run'N'Gun,0.9249999999999999,0.14583333325,0.19444444425,0.32264964166666665,0.20000000000000004,0.46314104166666664,1.0,0.005507084333333333,0.7308941021666667,0.0,0.0,0.003563596416666667,0.013888888916666666,0.14583333325,0.6773503583333333,0.20000000000000004,0.0,0.2102540170706555,0.0,0.7308941021666667,0.85,0.0,0.0,0.0,0.0,0.0,0.46314104166666664,0.9098936071666667,0.0,0.005507084333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6088863825833334,1.0,0.0,1.0,0.0,0.020833333333333332,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
