[control]genre,[control]player_id,[control]game,[output]arousal,[general]input_intensity,[general]input_diversity,[general]activity,[general]score,[general]bot_count,[general]bot_diversity,[general]bot_movement,[general]player_movement,[general]object_intensity,[general]object_diversity,[general]event_intensity,[general]event_diversity,key_press_count,idle_time,player_score,player_kill_count,player_speed_x,player_speed_y,player_delta_distance,player_health,player_damaged,player_shooting,visible_bot_count,bot_speed_x,bot_delta_distance,bot_health,pick_ups_visible,pick_up_player_disctance,player_death,player_is_grounded,bot_is_grounded,bot_player_distance,player_has_collisions,player_is_colliding_above,player_is_colliding_below,player_is_falling,player_point_pickup,player_boost_pickup,player_slow_pickup,bot_is_colliding_below,bot_is_colliding_left,Binary_Arousal_Class
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.27777777750000004,0.03216374266666667,0.02777777775,0.04263566666666666,0.0,0.0,0.0,0.0,0.0039497415833333336,0.0,0.0,0.032953120333333336,0.0625,0.03216374266666667,0.9573643333333334,0.0,0.0,0.02777777775,0.0,0.0039497415833333336,1.0,0.0,0.1011905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009920666666666666,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.0,0.1695906431666667,0.27777777758333333,0.22849608333333335,0.003778860166666667,0.0,0.0,0.0,0.33458211525,0.0,0.0,0.10354363658333333,0.20833333333333334,0.1695906431666667,0.7715039166666666,0.003778860166666667,0.0,0.333333333,0.098283326,0.33458211525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4201798333333333,0.0,0.0,0.6152793,0.19509945833333334,0.4201798333333333,0.15402845833333334,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.27777777750000004,0.2719298245,0.38888888883333333,0.35178508333333336,0.02226731833333333,0.5287521694166667,0.30555555525,0.3666666666666667,0.3904747859166666,0.31339522475,0.5833333333333334,0.27790545041666664,0.4166666666666667,0.2719298245,0.6482149166666666,0.02226731833333333,0.041666666666666664,0.38955027775,0.09801188766666667,0.3904747859166666,1.0,0.0,0.20630075,0.5287521694166667,0.3666666666666667,0.3666666666666667,0.9157196666666666,0.31339522475,0.5901832913333334,0.0,0.2377565083333333,0.9166666666666666,0.5666948398333334,0.6305314249999999,0.3927749166666667,0.2377565083333333,0.21296454166666667,0.08333333333333333,0.0,0.0,0.9166666666666666,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.5277777778333334,0.31140350883333334,0.3055555555,0.433839125,0.058434962083333326,0.3478488608333334,0.38888888866666665,0.4210027223333333,0.4204594171666667,0.310540111,0.5,0.25392476408333337,0.2916666666666667,0.31140350883333334,0.566160875,0.058434962083333326,0.0,0.4210027223333333,0.05734310508333334,0.4204594171666667,1.0,0.0,0.20699525,0.3478488608333334,0.4210027223333333,0.4210027223333333,1.0,0.310540111,0.4591072946666667,0.0,0.3677579166666667,1.0,0.36073014833333333,0.7762945,0.40853658333333337,0.3677579166666667,0.07398375,0.0,0.08333333333333333,0.08333333333333333,1.0,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.333333333,0.15204678358333334,0.22222222208333334,0.20699625,0.16771492408333333,0.0,0.0,0.0,0.3334652553333333,0.0958995555,0.125,0.21721747358333335,0.2708333333333333,0.15204678358333334,0.79300375,0.16771492408333333,0.0,0.333333333,0.06310595133333334,0.3334652553333333,1.0,0.0,0.1063055,0.0,0.0,0.0,0.0,0.0958995555,0.21637720041666667,0.0,0.19333708333333333,0.0,0.0,0.7508767083333333,0.557539625,0.19333708333333333,0.06856766666666667,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.111111111,0.03508771925,0.0555555555,0.052248666666666665,0.171937235,0.11585366658333333,0.13888888875000002,0.09431216666666668,0.28080776125,0.4337494445,0.4583333333333333,0.21556821591666667,0.20833333333333334,0.03508771925,0.9477513333333333,0.171937235,0.0,0.2817234444166667,0.02098253741666667,0.28080776125,1.0,0.0,0.0,0.11585366658333333,0.09431216666666668,0.09431216666666668,0.4166666666666667,0.4337494445,0.48015280275,0.0,0.4398148333333333,0.4166666666666667,0.36290182099999996,0.9219576666666667,0.48214283333333335,0.4398148333333333,0.07804233333333334,0.0,0.0,0.16666666666666666,0.4166666666666667,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.0,0.0,0.0,0.0,0.19537337124999998,0.62830666675,0.5833333335,0.266666667,0.265169344,0.19510581925,0.3333333333333333,0.024714827916666668,0.020833333333333332,0.0,1.0,0.19537337124999998,0.0,0.266666667,0.0,0.265169344,1.0,0.0,0.0,0.62830666675,0.266666667,0.266666667,1.0,0.19510581925,0.24243440183333334,0.0,1.0,1.0,0.5146427694166666,1.0,0.0,1.0,0.0,0.08333333333333333,0.0,0.0,1.0,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.0,0.09064327483333334,0.19444444441666667,0.09792583333333334,0.2265637119166667,0.5678547223333333,0.6388888891666666,0.26978322250000003,0.268890609,0.26646861083333334,0.4583333333333333,0.12206713333333334,0.16666666666666666,0.09064327483333334,0.9020741666666666,0.2265637119166667,0.041666666666666664,0.26978322250000003,0.01959750558333333,0.268890609,1.0,0.0,0.1036585,0.5678547223333333,0.26978322250000003,0.26978322250000003,0.9980158333333334,0.26646861083333334,0.5131211050833333,0.0,0.7418699166666666,1.0,0.47572413425,0.9227642500000001,0.18089433333333335,0.7418699166666666,0.0020325166666666666,0.0,0.08333333333333333,0.0,1.0,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.30555555525,0.25877192983333336,0.3055555554166667,0.3422739166666667,0.23115299258333333,0.5775430556666666,0.5277777778333334,0.333333333,0.3332569315833333,0.05284552775,0.08333333333333333,0.23332623266666666,0.3333333333333333,0.25877192983333336,0.6577260833333333,0.23115299258333333,0.125,0.333333333,0.05654444991666666,0.3332569315833333,1.0,0.0,0.312185475,0.5775430556666666,0.333333333,0.333333333,0.9968450833333332,0.05284552775,0.14773437,0.0,0.5752031666666667,1.0,0.4763713150833333,0.7794690000000001,0.20426583333333334,0.5752031666666667,0.14527691666666667,0.0,0.0,0.0,1.0,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.333333333,0.09210526316666667,0.13888888883333333,0.11580016666666666,0.25327280291666665,0.44497869441666665,0.5,0.42930472233333333,0.42799033691666666,0.5566747223333334,0.8333333333333334,0.19692546291666668,0.25,0.09210526316666667,0.8841998333333333,0.25327280291666665,0.041666666666666664,0.42915211125,0.03930463041666667,0.42799033691666666,1.0,0.0,0.10200041666666666,0.44497869441666665,0.42930472233333333,0.42930472233333333,0.9940475833333333,0.5566747223333334,0.5261363658333333,0.0,0.5711382083333333,1.0,0.43420665416666665,0.855905,0.2847667916666667,0.5711382083333333,0.06889175,0.08333333333333333,0.08333333333333333,0.0,1.0,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.888888889,0.12426900583333333,0.13888888875000002,0.17263108333333332,0.2904101894166667,0.4169538334166667,0.5,0.6111111114166666,0.664156949,0.017361111083333335,0.041666666666666664,0.12786021491666666,0.20833333333333334,0.12426900583333333,0.8273689166666666,0.2904101894166667,0.08333333333333333,0.666666667,0.03885397308333333,0.664156949,1.0,0.0,0.20611843333333332,0.4169538334166667,0.6111111114166666,0.6111111114166666,0.911556,0.017361111083333335,0.07781664241666666,0.0,0.7845528333333333,0.9166666666666666,0.43473564375,0.8533028333333333,0.06874999999999999,0.7845528333333333,0.07291666666666667,0.0,0.0,0.0,0.9166666666666666,0.0,1.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,1.0,0.10672514616666667,0.19444444433333333,0.14801583333333332,0.34942007550000004,0.3306548055833333,0.3055555554166667,0.53333333325,0.69648827375,0.24775152775,0.25,0.4053231535833333,0.4375,0.10672514616666667,0.8519841666666667,0.34942007550000004,0.08333333333333333,0.6992061111666666,0.038053577750000005,0.69648827375,1.0,0.0,0.2118055,0.3306548055833333,0.53333333325,0.53333333325,0.7438779166666666,0.24775152775,0.2452474935,0.0,0.020833333333333332,0.75,0.35715402425,0.8521825000000001,0.8313491666666667,0.020833333333333332,0.07351191666666666,0.16666666666666666,0.0,0.0,0.75,0.0,1.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,1.0,0.10380116958333334,0.13888888883333333,0.14164725,0.42079727241666665,0.37227394433333333,0.333333333,0.733333333,0.7310055882500001,0.15050330541666668,0.25,0.17766000983333333,0.25,0.10380116958333334,0.85835275,0.42079727241666665,0.0,0.733333333,0.05637567075,0.7310055882500001,1.0,0.0,0.10213033333333332,0.37227394433333333,0.733333333,0.733333333,1.0,0.15050330541666668,0.31712183066666666,0.0,0.5091946666666667,1.0,0.45806615025,0.78387525,0.27468058333333334,0.5091946666666667,0.13888888333333332,0.08333333333333333,0.0,0.0,1.0,0.0,1.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,1.0,0.07602339175,0.11111111108333334,0.10317458333333333,0.4401965909166667,0.24310783333333333,0.3333333333333333,0.5666666668333333,0.825130209,0.1341208055,0.25,0.18771500041666667,0.20833333333333334,0.07602339175,0.8968254166666667,0.4401965909166667,0.041666666666666664,0.8285988889999999,0.03728798216666667,0.825130209,1.0,0.0,0.10317458333333333,0.24310783333333333,0.5666666668333333,0.5666666668333333,0.6653005833333333,0.1341208055,0.19037029416666665,0.0,0.6011904666666666,0.6666666666666666,0.36951386383333334,0.8551587166666667,0.25396825,0.6011904666666666,0.06746033333333333,0.0,0.16666666666666666,0.0,0.6666666666666666,0.0,1.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,1.0,0.1564327485,0.19444444433333333,0.21336624999999998,0.46468905283333334,0.07358188883333333,0.08333333325,0.23888888891666668,0.9222827322499999,0.23331844433333335,0.4166666666666667,0.288392409,0.3541666666666667,0.1564327485,0.78663375,0.46468905283333334,0.041666666666666664,0.925571111,0.06011664891666666,0.9222827322499999,1.0,0.0,0.20620408333333332,0.07358188883333333,0.23888888891666668,0.23888888891666668,0.247807,0.23331844433333335,0.4724101978333333,0.0,0.37354825,0.25,0.1381380575,0.7647442166666667,0.39119600000000004,0.37354825,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.25,0.0,1.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,1.0,0.10380116958333334,0.13888888883333333,0.14188925,0.5049022724166666,0.09438324991666668,0.08333333325,0.24808444441666666,0.48771177633333335,0.0,0.0,0.1243952405,0.14583333333333334,0.10380116958333334,0.8581107499999999,0.5049022724166666,0.041666666666666664,0.48238499975,0.2530867420833333,0.48771177633333335,0.34275683333333334,0.08333333333333333,0.10317466666666668,0.09438324991666668,0.24808444441666666,0.24808444441666666,0.24882625,0.0,0.0,0.08333333333333333,0.13351725,0.25,0.10109111566666668,0.18390483333333332,0.05038758333333334,0.13351725,0.05753966666666666,0.0,0.0,0.0,0.25,0.08333333333333333,1.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,1.0,0.0,0.0,0.0,0.49944507575,0.23366566658333332,0.22222222216666668,0.1666666665,0.33146168,0.0,0.0,0.296577935,0.25,0.0,1.0,0.49944507575,0.0,0.333333333,0.0,0.33146168,1.0,0.0,0.0,0.23366566658333332,0.1666666665,0.1666666665,0.5,0.0,0.0,0.0,0.0,0.5,0.38394779158333336,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.5,0.08771929825000001,0.111111111,0.11781758333333332,0.46281704575000004,0.1459794444166667,0.16666666666666666,0.13333333333333333,0.39131062166666664,0.0,0.0,0.12112453941666668,0.14583333333333334,0.08771929825000001,0.8821824166666666,0.46281704575000004,0.0,0.38798449991666667,0.17337780749999998,0.39131062166666664,0.6984126666666667,0.0,0.0,0.1459794444166667,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.0,0.0,0.0,0.47179345,0.3333333333333333,0.283837045,0.49698725000000005,0.02519378333333333,0.47179345,0.38321333333333335,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.5,0.08333333333333333,0.111111111,0.1170635,0.46740606050000005,0.67328027775,0.4722222221666667,0.4000000000000001,0.3986021711666667,0.10200458333333334,0.16666666666666666,0.06767157408333334,0.125,0.08333333333333333,0.8829365,0.46740606050000005,0.041666666666666664,0.4000000000000001,0.026714064,0.3986021711666667,1.0,0.0,0.10515875000000001,0.67328027775,0.4000000000000001,0.4000000000000001,0.9991228333333333,0.10200458333333334,0.27580146833333335,0.0,0.8869047499999999,1.0,0.41589200075,0.8948412583333334,0.007936508333333333,0.8869047499999999,0.07341275,0.0,0.0,0.0,1.0,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.5138888889166667,0.07894736841666666,0.13888888883333333,0.10585766666666667,0.47199734866666665,0.51757733325,0.41666666658333334,0.4468055554166666,0.4832182610833333,0.24282416675,0.25,0.20018186383333333,0.20833333333333334,0.07894736841666666,0.8941423333333334,0.47199734866666665,0.0,0.4847684998333333,0.0369051845,0.4832182610833333,1.0,0.0,0.0,0.51757733325,0.4468055554166666,0.4468055554166666,0.9166666666666666,0.24282416675,0.193686778,0.0,0.41629758333333333,0.9166666666666666,0.4430449398333333,0.8527086666666667,0.4364110833333334,0.41629758333333333,0.07189445833333334,0.0,0.16666666666666666,0.0,0.9166666666666666,0.0,0.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,0.888888889,0.11695906425000001,0.13888888875000002,0.15938175000000002,0.59933257575,0.5928070000833333,0.5555555556666666,0.4568782780833333,0.4549015451666667,0.18070513891666665,0.20833333333333334,0.30020908725,0.3333333333333333,0.11695906425000001,0.84061825,0.59933257575,0.08333333333333333,0.4568782780833333,0.018539591666666664,0.4549015451666667,1.0,0.0,0.20668791666666667,0.5928070000833333,0.4568782780833333,0.4568782780833333,0.9884417499999999,0.18070513891666665,0.32660789791666667,0.0,0.27777775,1.0,0.40385036283333337,0.9270025833333334,0.6492248333333334,0.27777775,0.07299741666666666,0.0,0.0,0.0,1.0,0.0,1.0
Platformer,56EF301B-39F0-ED8F-E067-59FB50186E9C,Endless,1.0,0.11842105266666668,0.1666666665,0.164046,0.69994507575,0.2076719445,0.111111111,0.15555555566666665,0.46646834216666666,0.2816888610833333,0.2916666666666667,0.23594897750000002,0.2916666666666667,0.11842105266666668,0.835954,0.69994507575,0.0,0.466666667,0.07628463433333334,0.46646834216666666,1.0,0.0,0.0,0.2076719445,0.15555555566666665,0.15555555566666665,0.3333333333333333,0.2816888610833333,0.21114180391666668,0.0,0.30497483333333336,0.3333333333333333,0.23317198216666668,0.7099154166666667,0.4049405833333333,0.30497483333333336,0.140631,0.25,0.0,0.0,0.3333333333333333,0.0,1.0
