[control]genre,[control]player_id,[control]game,[general]input_intensity,[general]input_diversity,[general]activity,[general]score,[general]bot_count,[general]bot_diversity,[general]bot_movement,[general]player_movement,[general]object_intensity,[general]object_diversity,[general]event_intensity,[general]event_diversity,key_press_count,idle_time,player_score,player_kill_count,player_speed_x,player_speed_y,player_speed_z,player_delta_distance,player_delta_rotation,player_health,player_healing,player_damaged,player_shooting,player_reloading,player_projectile_count,player_projectile_distance,reticle_delta_distance,player_crouching,player_sprinting,player_aim_at_enemy,player_aim_at_destructible,player_health_pickup,visible_bot_count,bot_speed_x,bot_speed_y,bot_speed_z,bot_delta_distance, bot_delta_rotation ,bot_health,bot_damaged,bot_shooting,bot_reloading,bot_projectile_count,bot_projectile_player_distance,bot_aim_at_player,pick_ups_visible,pick_up_player_disctance,destructible_count,objects_destroyed,player_death,player_tries_shoot_on_reload,Binary_Arousal_Class
Shooter,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Shootout,0.053030303,0.08333333333333333,0.04595962041666667,0.0,0.0,0.0,0.0,0.0057311005,0.0,0.0,0.0,0.0,0.053030303,0.9540403795833333,0.0,0.0,0.0,0.0,0.0,0.0,0.00398298375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057311005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shooter,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Shootout,0.0,0.0,0.0,0.0,0.3041819650769231,1.0,0.0,0.03212131369230769,0.0,0.0,0.18812713807692308,0.131868132,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03856728915384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03212131369230769,0.0,0.0,0.005917161538461538,0.0,0.0,0.3041819650769231,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9197324615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shooter,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Shootout,0.09090909100000001,0.2727272727272727,0.11877872218181817,0.03134059027272727,0.21600621227272726,1.0,0.0,0.008280862636363635,0.0,0.0,0.2602066842727273,0.2077922079090909,0.09090909100000001,0.8812212778181819,0.03134059027272727,0.09090909090909091,0.0,0.0,0.0,0.0,0.011090610727272727,0.0,0.0,0.0,0.10151518181818182,0.0,0.7218140454545454,0.3924020465454545,0.008280862636363635,0.0,0.0,0.1258740909090909,0.0,0.0,0.21600621227272726,0.0,0.0,0.0,0.0,0.0,0.9924242727272727,0.09090909090909091,0.0,0.9887879090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shooter,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Shootout,0.0,0.0,0.0,0.023319475666666662,0.333333333,1.0,0.0,0.05945434558333334,0.0,0.0,0.39507760766666666,0.30952380983333333,0.0,1.0,0.023319475666666662,0.0,0.0,0.0,0.0,0.0,0.09090179100000001,0.0,0.5,0.062499875,0.0,0.0,0.005952375,0.08333333333333333,0.05945434558333334,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.368990203,1.0,0.0,0.0,0.368990203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shooter,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Shootout,0.0,0.0,0.0,0.019637453,0.333333333,1.0,0.0,0.07056387233333333,0.0,0.0,0.25043712625,0.17857142874999998,0.0,1.0,0.019637453,0.0,0.0,0.0,0.0,0.0,0.06792574925,0.0,0.224359,0.0,0.0,0.0,0.0,0.0,0.07056387233333333,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shooter,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Shootout,0.0,0.0,0.0,0.019385691083333333,0.38194444425,1.0,0.0,0.06319513608333334,0.0,0.0,0.21254687525000002,0.1666666668333333,0.0,1.0,0.019385691083333333,0.0,0.0,0.0,0.0,0.0,0.04562610683333334,0.0,0.0,0.03846147308333333,0.0,0.0,0.0,0.0,0.06319513608333334,0.0,0.0,0.04487183333333333,0.0,0.0,0.38194444425,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.006410259333333334,0.9942460833333334,0.0,0.0,0.006410259333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shooter,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Shootout,0.13636363633333334,0.25,0.14242423166666668,0.029456180250000002,0.4760683333333333,1.0,0.0,0.04748031266666666,0.0,0.0,0.5524627979166666,0.4642857144166667,0.13636363633333334,0.8575757683333333,0.029456180250000002,0.08333333333333333,0.0,0.0,0.0,0.0,0.017636773916666668,0.0,0.625,0.0,0.12243591666666666,0.525641,0.10763887500000001,0.019277504416666667,0.04748031266666666,0.0,0.0,0.21474359166666668,0.0,0.0,0.4760683333333333,0.0,0.0,0.0,0.0,0.0,0.9969135833333334,0.03703701483333333,0.3157208421666667,0.9917604999999999,0.0,0.0,0.3157208421666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shooter,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Shootout,0.02272727275,0.08333333333333333,0.02462120766666667,0.024001332333333333,0.5,1.0,0.0,0.052463152916666665,0.0,0.0,0.38668264733333335,0.36904761925,0.02272727275,0.9753787923333334,0.024001332333333333,0.0,0.0,0.0,0.0,0.0,0.04535173866666667,0.0,0.36471859166666665,0.08012803975,0.013888916666666667,0.125,0.003472220833333333,0.0020639881666666667,0.052463152916666665,0.0,0.0,0.05555558333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3090273455,0.9976851666666667,0.0,0.0,0.3090273455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shooter,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Shootout,0.13636363633333334,0.25,0.14772724591666667,0.03236194566666666,0.4351852776666667,1.0,0.0,0.06487879375,0.0,0.0,0.4290202889166667,0.38095238116666663,0.13636363633333334,0.8522727540833334,0.03236194566666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.09653586424999999,0.0,0.31410258333333335,0.08012803975,0.13194441666666668,0.0,0.4177350833333333,0.41140422975,0.06487879375,0.0,0.0,0.163461525,0.0,0.0,0.4351852776666667,0.0,0.0,0.0,0.0,0.0,0.99722225,0.03333331333333333,0.4649995174166666,0.9895908333333333,0.0,0.0,0.4649995174166666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shooter,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Shootout,0.0454545455,0.16666666666666666,0.04545449175,0.05991940125,0.4658119444166667,1.0,0.0,0.06946711541666667,0.0,0.0,0.43359526116666663,0.36904761925,0.0454545455,0.95454550825,0.05991940125,0.16666666666666666,0.0,0.0,0.0,0.0,0.09396762533333335,0.0,0.6474358333333333,0.0,0.0384615,0.0,0.041666666666666664,0.018546585833333334,0.06946711541666667,0.0,0.0,0.1522436,0.0,0.0,0.4658119444166667,0.0,0.0,0.0,0.0,0.0,0.994709,0.06349212533333333,0.20850827075,0.9952341666666666,0.0,0.0,0.20850827075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
