[control]genre,[control]player_id,[control]game,[general]input_intensity,[general]input_diversity,[general]activity,[general]score,[general]bot_count,[general]bot_diversity,[general]bot_movement,[general]player_movement,[general]object_intensity,[general]object_diversity,[general]event_intensity,[general]event_diversity,key_press_count,idle_time,player_score,player_delta_distance,player_delta_rotation,visible_bot_count,bot_delta_distance,player_standing,player_speed,player_speed_boost,player_is_grounded,player_is_mid_air,player_is_looping,player_is_crashing,player_is_off_road,player_gas_pedal,player_steering,player_lap,player_distance_to_way_point,player_respawn,bot_standing,bot_score,bot_speed,bot_speed_boost,bot_is_grounded,bot_is_looping,bot_is_off_road,bot_is_crashing,bot_gas_pedal,bot_steering,bot_lap,bot_distance_to_way_point,bot_delta_rotation,bot_player_distance,bot_respawn,visible_jump_count,visible_speed_boost_count,visible_obstacle_count,visible_loop_count,Binary_Arousal_Class
Racing,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Solid,0.06944444441666665,0.08333333333333333,0.28787875,0.0,0.666666667,1.0,0.0005399835,0.00021751733333333335,1.0,1.0,0.0,0.0,0.06944444441666665,0.71212125,0.0,0.00021751733333333335,1.1625416666666667e-05,0.666666667,0.0005399835,0.03333333333333333,0.0013642315833333335,0.0,1.0,0.0,0.0,0.0,0.0,0.5208333333333334,0.5,0.0,0.5484974471666667,0.0,0.020833333333333332,0.0,0.00118871575,0.0,1.0,0.0,0.0,0.0,0.03125,0.5104166666666666,0.0,0.5279017651666666,0.00013744425,0.09636013616666667,0.0,0.0,0.0,0.0,1.0,0.0
Racing,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Solid,0.1825396825,0.22916666666666666,0.7833334166666667,0.0,0.71604944475,1.0,0.23189641058333332,0.054912874833333326,1.0,1.0,0.014583348000000001,0.0555555555,0.1825396825,0.21666658333333333,0.0,0.054912874833333326,0.03988491625,0.71604944475,0.23189641058333332,0.9016666666666667,0.19709591458333334,0.0,1.0,0.0,0.0,0.0,0.0,0.769553685,0.5322689166666666,0.0,0.45855578449999995,0.0,0.5846666666666667,0.0,0.31850558733333334,0.0,1.0,0.0,0.0,0.029166695833333336,0.8509567708333333,0.6490432083333334,0.0,0.42305240066666666,0.053181673916666665,0.123426937,0.0,0.0,0.0,0.0,1.0,0.0
Racing,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Solid,0.3035714286666667,0.375,1.0,0.0,0.52298,1.0,0.210892882,0.08624091291666668,0.625,0.6666666666666666,0.30050395150000003,0.3055555555,0.3035714286666667,0.0,0.0,0.08624091291666668,0.037042299083333334,0.52298,0.210892882,1.0,0.31704866558333333,0.0,1.0,0.0,0.0,0.0,0.48148149999999995,1.0,0.5264424583333333,0.0,0.21373379633333334,0.0,0.6281003333333334,0.00446428575,0.30140967525,0.0,1.0,0.0,0.0,0.11952640283333334,0.6836411458333332,0.2546525,0.0,0.17915306325,0.10437011166666667,0.1615460185,0.0,0.0,0.0,0.0,0.625,0.0
Racing,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Solid,0.3789682539166666,0.4375,1.0,0.045370370666666666,0.5444444445833333,0.9166666666666666,0.17994971883333333,0.08439080283333333,0.39166666666666666,0.4166666666666667,0.13958334791666668,0.13888888875000002,0.3789682539166666,0.0,0.045370370666666666,0.08439080283333333,0.07621916608333333,0.5444444445833333,0.17994971883333333,1.0,0.32563463966666667,0.0,1.0,0.0,0.0,0.0,0.25,1.0,0.30597320833333336,0.0,0.32955807275,0.0,0.6149573333333332,0.06547619008333333,0.2710521965,0.0,0.9166666666666666,0.0,0.0,0.029166695833333336,0.6698992708333332,0.42032016666666666,0.0,0.35416535474999994,0.07714627458333333,0.0805655965,0.0,0.0,0.0,0.0,0.39166666666666666,0.0
Racing,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Solid,0.382936508,0.4166666666666667,1.0,0.057870370750000004,0.33535361108333334,0.8333333333333334,0.17454741416666666,0.0743841285,0.0,0.0,0.3477904166666667,0.33333333316666663,0.382936508,0.0,0.057870370750000004,0.0743841285,0.06437392708333334,0.33535361108333334,0.17454741416666666,0.9933333333333333,0.28402312925,0.0,1.0,0.0,0.0,0.0,0.5539141083333333,1.0,0.4925050629166667,0.0,0.15497948366666667,0.0,0.5582011666666666,0.06547619016666666,0.261177984,0.0,0.8333333333333334,0.0,0.0,0.141666725,0.668783125,0.376190475,0.0,0.15254349841666667,0.06677917700000001,0.074657774,0.0,0.0,0.0,0.0,0.0,0.0
Racing,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Solid,0.33333333325,0.3958333333333333,1.0,0.1738683335833333,0.291821,0.75,0.18747159091666665,0.10554607033333334,0.15740741666666666,0.4166666666666667,0.0,0.0,0.33333333325,0.0,0.1738683335833333,0.10554607033333334,0.07964209408333332,0.291821,0.18747159091666665,1.0,0.35934955716666667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7122892583333332,0.0,0.22562432825,0.0,0.616809,0.2142857145,0.24611177616666668,0.0,0.75,0.0,0.0,0.0,0.7430555208333334,0.49305554166666665,0.0,0.6250849344999999,0.002252971166666667,0.34300159,0.0,0.0,0.0,0.0,0.15740741666666666,0.0
Racing,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Solid,0.24404761883333334,0.3333333333333333,1.0,0.222222222,0.27469127774999996,0.5833333333333334,0.20735923791666666,0.11498528958333333,0.5740740833333333,0.5833333333333334,0.010416666666666666,0.02777777775,0.24404761883333334,0.0,0.222222222,0.11498528958333333,0.03961439891666667,0.27469127774999996,0.20735923791666666,1.0,0.37098395475,0.0,1.0,0.0,0.0,0.020833333333333332,0.0,1.0,0.4431715125,0.0,0.7659300290000001,0.0,0.5208333333333334,0.1666666668333333,0.2591599675,0.0,0.5833333333333334,0.0,0.0,0.0,0.5810185416666667,0.49768518333333334,0.0,0.25582249675,0.0012112157500000001,0.26505467358333334,0.0,0.0,0.0,0.0,0.5740740833333333,0.0
Racing,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Solid,0.24404761891666668,0.3125,1.0,0.222222222,0.4509258889166667,0.6666666666666666,0.20887913041666664,0.15571408816666668,0.8231481666666666,1.0,0.0,0.0,0.24404761891666668,0.0,0.222222222,0.15571408816666668,0.010295329583333334,0.4509258889166667,0.20887913041666664,1.0,0.5245575395,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5268546941666666,0.0,0.33730997274999996,0.0,0.466092,0.20814869041666664,0.26649690691666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.6476292708333333,0.49245689583333335,0.0,0.14371478316666667,0.009542966416666666,0.2888081710833333,0.0,0.0,0.0,0.0,0.8231481666666666,0.0
Racing,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Solid,0.4285714285833333,0.5208333333333334,1.0,0.26759259274999997,0.6250000000833333,1.0,0.30789400566666664,0.16199644741666666,0.31577675833333335,0.6666666666666666,0.058712146,0.11111111108333334,0.4285714285833333,0.0,0.26759259274999997,0.16199644741666666,0.03337376875,0.6250000000833333,0.30789400566666664,0.9439393333333334,0.52634926975,0.0,1.0,0.0,0.0,0.037878749999999996,0.0,1.0,0.32485895833333334,0.0,0.18139987916666667,0.0,0.64614,0.357142857,0.3891485645833333,0.0,1.0,0.0,0.0,0.079545542,0.838445,0.33844496249999995,0.0,0.18151859075,0.08376694483333334,0.21260843124999998,0.0,0.0,0.0,0.0,0.31577675833333335,0.0
Racing,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,Solid,0.5456349206666666,0.6666666666666666,1.0,0.311111111,0.49722222225,1.0,0.21725254591666668,0.062031857083333336,0.7083333333333334,0.75,0.33435928774999996,0.3333333333333333,0.5456349206666666,0.0,0.311111111,0.062031857083333336,0.12671148016666667,0.49722222225,0.21725254591666668,0.8000000000000002,0.22378581,0.0,1.0,0.0,0.0,0.0,0.44191925,0.993634,0.32355491666666664,0.0,0.30965611025,0.0,0.5547548333333333,0.40994982166666666,0.2934725904166667,0.0,1.0,0.0,0.20138895,0.02541037541666667,0.7888753125,0.3231890416666667,0.0,0.31159481525,0.09615275733333334,0.22230190083333334,0.0,0.0,0.0,0.0,0.7083333333333334,0.0
