[control]genre,[control]player_id,[control]game,[output]arousal,[general]input_intensity,[general]input_diversity,[general]activity,[general]score,[general]bot_count,[general]bot_diversity,[general]bot_movement,[general]player_movement,[general]event_intensity,[general]event_diversity,key_press_count,idle_time,player_score,player_kill_count,player_speed_x,player_speed_y,player_speed_z,player_delta_distance,player_delta_rotation,player_health,player_healing,player_damaged,player_shooting,player_reloading,player_projectile_count,player_projectile_distance,reticle_delta_distance,player_crouching,player_sprinting,player_aim_at_enemy,visible_bot_count,bot_speed_x,bot_speed_y,bot_speed_z,bot_delta_distance, bot_delta_rotation ,bot_health,bot_damaged,bot_shooting,bot_projectile_count,bot_projectile_player_distance,bot_aim_at_player,player_death,player_tries_shoot_on_reload,Binary_Arousal_Class,bot_reloading,[general]object_intensity,[general]object_diversity,player_aim_at_destructible,player_health_pickup,pick_ups_visible,pick_up_player_disctance,destructible_count,objects_destroyed
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.0330882355,0.0128205128333333,0.0416666666666666,0.0333333333333333,0.0,0.2580128906666666,0.75,0.14401458325,0.0231246415833333,0.0,0.0,0.0128205128333333,0.9666666666666668,0.0,0.0,0.490178581,0.0,0.499971497,0.0,0.0351181475833333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231768678333333,0.0,0.0,0.0,0.2580128906666666,0.098490316,0.0,0.020446273,0.14401458325,0.01190475,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.051470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0413894068333333,0.0,0.0,0.0,1.0,0.0,0.0,0.490178581,0.0,0.499971497,0.0,0.0973904150833333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0414828838333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.0539215684166666,0.0,0.0,0.0,0.0,0.1105770079999999,0.5,0.0,0.02468658525,0.0,0.0,0.0,1.0,0.0,0.0,0.490178581,0.0,0.499971497,0.0,0.0798374656666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0247423393333333,0.0,0.0,0.0,0.1105770079999999,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.07536764725,0.0320512820833333,0.125,0.125,0.0,0.3173079363333333,1.0,0.1730324653333333,0.0043756976666666,0.0357142856666666,0.0625,0.0320512820833333,0.875,0.0,0.0,0.490178581,0.0,0.499971497,0.0,0.0088195545833333,1.0,0.0,0.0,0.125,0.0,0.0104166666666666,0.015496715,0.00438558025,0.0,0.0,0.0,0.3173079363333333,0.1200857798333333,0.0,0.0212423168333333,0.1730324653333333,0.0166666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.0916053922499999,0.0705128205833333,0.1666666666666666,0.2083333333333333,0.0,0.230769408,1.0,0.0,0.00036004775,0.0511904760833333,0.1041666666666666,0.0705128205833333,0.7916666666666666,0.0,0.0,0.490178581,0.0,0.499971497,0.0,0.000461595,1.0,0.0,0.0,0.1791666666666666,0.0,0.0145833333333333,0.0238622008333333,0.0003608608333333,0.0,0.0,0.0,0.230769408,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.0729166666666666,0.2435897438333333,0.5833333333333334,0.8541666666666666,0.0,0.6105773928333333,1.0,0.1572082933333333,0.0136530613333333,0.1494708523333333,0.25,0.2435897438333333,0.1458333333333333,0.0,0.0,0.5598050389166667,0.0,0.0945665670833333,0.4615662794166666,0.0250799999166666,0.9739583333333334,0.0,0.0833333333333333,0.125,0.0,0.0815972291666666,0.117862878,0.0113642834166666,0.0,0.0,0.5416666666666666,0.6105773928333333,0.0886821213333333,0.0,0.03890822675,0.1572082933333333,0.0115729166666666,0.9911110833333332,0.0222222333333333,0.2925924166666666,0.22352951,0.41940570325,0.0,0.0,0.0,0.0,,,,,,,,,
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.134497549,0.3012820515833334,0.5833333333333334,0.9791666666666666,0.0,0.74198768625,1.0,0.0231344096666666,0.0144146485,0.5135956425833333,0.5416666666666666,0.3012820515833334,0.0208333333333333,0.0,0.0,0.4903039959166667,0.0,0.4583762121666666,0.1361023965833333,0.0258800984166666,0.8385416666666666,0.0,0.1666666666666666,0.9236110833333332,0.0,0.046875,0.0544726494166666,0.01376321525,0.0,0.0,0.3611110833333333,0.74198768625,0.0146954944166666,0.0,0.0086056551666666,0.0231344096666666,0.0112839166666666,0.9909501666666666,0.0,0.707307,0.7090986274166666,0.4854417893333334,0.0,0.0,0.0,0.0,,,,,,,,,
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.10447303925,0.3012820515833333,0.7083333333333334,1.0,0.0,0.1666668590833333,0.4166666666666667,0.2189630208333333,0.1020715829166666,0.2515873096666666,0.2708333333333333,0.3012820515833333,0.0,0.0,0.0,0.725615994,0.0,0.5313818395833333,0.1561303911666666,0.1122107159166666,0.3802083333333333,0.0833333333333333,0.0,0.5555555833333333,0.0,0.0798611041666666,0.178635581,0.1015174713333333,0.0,0.0,0.0,0.1666668590833333,0.0163183995833333,0.0,0.0591429994999999,0.2189630208333333,0.0080674166666666,0.385,0.0,0.2416666666666666,0.1614378431666666,0.3070912816666666,0.0833333333333333,0.0,0.0,0.0,,,,,,,,,
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.1204044118333333,0.2628205130833334,0.6666666666666666,0.8750000833333332,0.0,0.4022439635833333,0.9166666666666666,0.0,0.0206347689166666,0.6682539759166666,0.6875,0.2628205130833334,0.1249999166666666,0.0,0.0,0.4425467700833334,0.0,0.4582793696666666,0.0692674663333333,0.0551145352499999,0.5190971875,1.0,0.0,0.97222225,0.0,0.0,0.0,0.0203332665,0.0,0.0,0.6805555833333333,0.4022439635833333,0.0,0.0,0.0,0.0,0.0118280833333333,0.7200000000000001,0.0,0.3666666666666667,0.2408496275833333,0.5014196418333333,0.1944445,0.0,0.0,0.0,,,,,,,,,
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.2585784314166666,0.1282051283333333,0.3333333333333333,0.4305555833333334,0.0,0.4615388169999999,1.0,0.0,0.0074182045,0.826190476,0.875,0.1282051283333333,0.5694444166666667,0.0,0.0,0.490178581,0.0,0.499971497,0.0,0.0213441454166666,0.8919270833333334,1.0,0.0,1.0,0.3916666666666666,0.013888875,0.0237894215,0.0074349583333333,0.0,0.0,0.8125,0.4615388169999999,0.0,0.0,0.0,0.0,0.03170175,0.8000000000000002,0.0,0.5,0.4052288235,0.6692636868333333,0.0,0.0,0.0,1.0,,,,,,,,,
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.318627451,0.2628205130833333,0.7083333333333334,0.76527775,0.0,0.42788494475,1.0,0.0,0.0088435518333333,0.4280612144166666,0.6041666666666666,0.2628205130833333,0.23472225,0.0,0.0,0.490178581,0.0,0.499971497,0.0,0.0138170730833333,1.0,0.2708333333333333,0.0,0.6388889166666667,0.15,0.1319444583333333,0.1595579763333333,0.0088635247499999,0.0,0.0,0.8166666666666668,0.42788494475,0.0,0.0,0.0,0.0,0.0265640833333333,0.7753968333333333,0.0,0.438492,0.3136319608333333,0.574885099,0.0,0.0,0.0,1.0,,,,,,,,,
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.34620098025,0.2051282053333333,0.5,0.6069445,0.0,0.4615388169999999,1.0,0.0,0.0014759715833333,0.3746031906666667,0.5,0.2051282053333333,0.3930555,0.0,0.0,0.490178581,0.0,0.499971497,0.0,0.0035389104166666,1.0,0.0,0.0,0.8111111666666666,0.0,0.0555555416666666,0.0587334591666666,0.001479305,0.0,0.0,1.0,0.4615388169999999,0.0,0.0,0.0,0.0,0.0467259166666666,0.8000000000000002,0.0,0.5,0.42418313725,0.6717583715833334,0.0,0.0,0.0,1.0,,,,,,,,,
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.3688725491666667,0.21153846175,0.4166666666666667,0.5916666666666667,0.0,0.2596155840833333,1.0,0.0,0.0060007884166666,0.3055555479166666,0.2916666666666667,0.21153846175,0.4083333333333334,0.0,0.0,0.5154592960833333,0.0,0.4400852245833333,0.0261105147499999,0.0142479088333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0058831219166666,0.0,0.0,0.1458333333333333,0.2596155840833333,0.0,0.0,0.0,0.0,0.0696708333333333,0.62777775,0.0,0.0694444166666666,0.3653595490833333,0.6866509473333333,0.0,0.0,0.0,1.0,,,,,,,,,
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.4019607844999999,0.3269230770833333,0.7916666666666666,0.775,0.0,0.2384617216666666,1.0,0.0079364930833333,0.0,0.3630952380833332,0.3541666666666667,0.3269230770833333,0.225,0.0,0.0,0.490178581,0.0,0.499971497,0.0,0.0,1.0,0.0,0.0,0.9375,0.3333333333333333,0.109375,0.0769737995,0.0,0.0,0.0,0.0,0.2384617216666666,0.020314526,0.0,0.0167271549166666,0.0079364930833333,0.0513379166666666,0.6095238333333334,0.0,0.0,0.4326331370833333,0.60862930525,0.0,0.0,0.0,1.0,,,,,,,,,
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.4215686274999999,0.0320512820833333,0.0833333333333333,0.0916666666666666,0.0,0.2532053868333333,1.0,0.0500000000833333,0.0185380765833333,0.0095238095,0.0208333333333333,0.0320512820833333,0.9083333333333332,0.0,0.0,0.490178581,0.0,0.499971497,0.0,0.0350627620833333,1.0,0.0,0.0,0.0,0.0333333333333333,0.0416666666666666,0.090156568,0.01857994425,0.0,0.0,0.2291666666666666,0.2532053868333333,0.0276248724999999,0.0,0.0241155955,0.0500000000833333,0.0519459166666666,0.6266666666666666,0.0,0.0,0.431372549,0.62814576725,0.0,0.0,0.0,1.0,,,,,,,,,
Shooter,70432028-81AF-D67A-251E-D2F807AB93CF,Heist!,0.4068627453333333,0.2179487181666667,0.625,0.6083333333333333,0.0,0.235577104,1.0,0.0083333333333333,0.0022613455,0.3392857144166666,0.3333333333333333,0.2179487181666667,0.3916666666666666,0.0,0.0,0.481970188,0.0,0.5027534779999999,0.0,0.0029173040833333,1.0,0.0,0.0,0.3958333333333333,0.7916666666666666,0.0552083333333333,0.20944506875,0.00226645275,0.0,0.0,0.0,0.235577104,0.0135575942499999,0.0,0.0004982560833333,0.0083333333333333,0.0624029166666666,0.6,0.0,0.0,0.4388888234166666,0.6498328523333333,0.0,0.0,0.0,1.0,,,,,,,,,
